,close,high,low,open,volume
2020-06-18 10:45:47.670242,46402.32211232575,46420.0061777706,46396.93676765271,46409.3878082971,17423
2020-06-19 10:45:47.670242,48087.22275458353,48102.61014698356,48077.95463379837,48094.34582702342,49218
2020-06-20 10:45:47.670242,49924.79255641809,49936.241522578945,49913.14705082303,49916.77730971648,22213
2020-06-21 10:45:47.670242,51664.72868742621,51679.82318676213,51650.47209825979,51656.54310508117,45983
2020-06-22 10:45:47.670242,53435.55931244689,53444.690030060716,53417.80992248934,53430.81322198692,43158
2020-06-23 10:45:47.670242,55175.38865122395,55184.98335370562,55167.444965473354,55182.88397247503,38460
2020-06-24 10:45:47.670242,57160.61646967484,57177.45124707365,57153.73322282636,57153.19452137631,41017
2020-06-25 10:45:47.670242,58959.26674720104,58970.96303994707,58939.81454798893,58963.66668325359,43000
2020-06-26 10:45:47.670242,60653.49565430545,60670.471359413226,60646.8749859148,60645.51896669771,36502
2020-06-27 10:45:47.670242,62535.75014551577,62553.086481120794,62523.572779464164,62538.21290259073,40990
2020-06-28 10:45:47.670242,64213.66578051867,64231.52921558359,64199.88232458677,64210.787126501054,29515
2020-06-29 10:45:47.670242,66034.55214001915,66053.30166855677,66021.43152370554,66040.33041927847,39991
2020-06-30 10:45:47.670242,67638.58512763117,67650.04990593887,67632.29464527567,67633.25893660769,17634
2020-07-01 10:45:47.670242,69305.76652274132,69315.54952501615,69299.91111903127,69308.55055932912,21498
2020-07-02 10:45:47.670242,71125.45264632824,71139.18562752716,71118.87039491632,71120.16629701975,20916
2020-07-03 10:45:47.670242,72999.29930432778,73009.86689067935,72985.51548906969,73003.57250999003,39377
2020-07-04 10:45:47.670242,74816.43613244678,74830.45224494878,74803.27095913226,74823.90969313799,43001
2020-07-05 10:45:47.670242,76604.87130420795,76620.4550921476,76596.3651923274,76597.40734019048,11391
2020-07-06 10:45:47.670242,78374.76093464902,78390.0870099264,78360.19432252133,78382.09284842093,24184
2020-07-07 10:45:47.670242,80026.90873561228,80037.52702891758,80009.60772308144,80028.78024070057,37114
2020-07-08 10:45:47.670242,81754.92431477281,81762.4272177983,81749.30063037512,81747.46652459016,21882
2020-07-09 10:45:47.670242,83508.86043767683,83520.31837775376,83496.38848852362,83507.41127478403,27273
2020-07-10 10:45:47.670242,85414.57266029873,85421.71157245996,85399.23300411718,85407.78986616843,27129
2020-07-11 10:45:47.670242,87248.93448925557,87267.28594478332,87240.14981034953,87252.94144703289,10427
2020-07-12 10:45:47.670242,88872.6304737193,88882.81863563036,88863.0139101399,88877.80783640766,41416
2020-07-13 10:45:47.670242,90705.03887065878,90712.35576686713,90690.83430211394,90697.15480106424,10731
2020-07-14 10:45:47.670242,92466.53064261716,92471.91235901574,92448.0616132155,92466.65343967105,10799
2020-07-15 10:45:47.670242,94198.83844258657,94213.52577838086,94181.68957628202,94205.13094370709,38873
2020-07-16 10:45:47.670242,96060.00607147065,96074.55960623248,96046.25911818416,96068.72933230166,17025
2020-07-17 10:45:47.670242,97963.10602372025,97973.21508621897,97947.15269795389,97963.37638105509,24481
2020-07-18 10:45:47.670242,99856.23403563186,99862.30971396457,99845.76169857875,99865.23962010408,35411
2020-07-19 10:45:47.670242,101572.3122833096,101583.45671673302,101557.69780038812,101573.02606271872,41358
2020-07-20 10:45:47.670242,103341.39104572448,103351.05930815043,103329.39832185756,103339.27485561647,24961
2020-07-21 10:45:47.670242,105174.51738886483,105189.67419846085,105166.66834681797,105181.48145143589,31767
2020-07-22 10:45:47.670242,107072.07190157706,107086.15859031885,107056.5458274689,107071.93155578621,46135
2020-07-23 10:45:47.670242,108824.15447779253,108834.62338371549,108810.8075082323,108823.59252800382,31392
2020-07-24 10:45:47.670242,110605.58858012615,110613.85696843997,110595.20925639685,110605.39482991434,23262
2020-07-25 10:45:47.670242,112294.95508272554,112314.77562221787,112276.28499487437,112301.89078276294,15229
2020-07-26 10:45:47.670242,113975.33442031748,113987.14444463541,113970.02040855007,113981.97325115124,33772
2020-07-27 10:45:47.670242,115856.5870025569,115871.9111160936,115846.85040528816,115854.6574024057,28799
2020-07-28 10:45:47.670242,117792.21100541398,117799.31929992765,117786.35778444732,117788.87700261139,33555
2020-07-29 10:45:47.670242,119585.00999325594,119597.29383875083,119568.51208351261,119584.84855373672,36616
2020-07-30 10:45:47.670242,121485.36328304514,121490.77633384318,121469.83167123343,121486.81873323988,29333
2020-07-31 10:45:47.670242,123321.5268855499,123334.10871231856,123311.55660226886,123316.29362976245,14261
2020-08-01 10:45:47.670242,125057.01491008939,125076.47517119616,125041.87996655628,125062.8940117837,13466
2020-08-02 10:45:47.670242,126893.15447064023,126903.91757133503,126882.2154122473,126892.88412595488,13088
2020-08-03 10:45:47.670242,128846.95812728684,128852.54306747546,128830.61432041551,128843.63903825523,11115
2020-08-04 10:45:47.670242,130643.37552337584,130648.83986023963,130631.56276843479,130635.51194323512,14578
2020-08-05 10:45:47.670242,132599.83988895724,132610.65969035644,132588.65569303976,132594.61679216533,12590
2020-08-06 10:45:47.670242,134137.86537854827,134145.2657525952,134118.84442981594,134146.8510019834,17372
2020-08-07 10:45:47.670242,136020.0556289858,136025.40591043074,136011.29244248744,136016.1576227222,13573
2020-08-08 10:45:47.670242,137828.7603358096,137845.10354001887,137821.95362570966,137822.13752159695,12978
2020-08-09 10:45:47.670242,139598.859600763,139610.73744589623,139585.09145406412,139598.0730565961,19422
2020-08-10 10:45:47.670242,141408.03567841655,141417.37434999613,141388.4958512323,141404.17743328377,33697
2020-08-11 10:45:47.670242,143009.27878695645,143027.7800347017,142998.61119875053,142999.98197196188,40820
2020-08-12 10:45:47.670242,144787.3115981727,144794.0536825757,144781.38104671828,144783.7745025183,47743
2020-08-13 10:45:47.670242,146623.02285532388,146642.3616377582,146612.93327631423,146623.90502780268,14925
2020-08-14 10:45:47.670242,148570.81225979803,148580.52176055868,148558.22328498322,148571.84650723843,39430
2020-08-15 10:45:47.670242,150318.98523797066,150337.31129305527,150311.55639287116,150316.1164163942,38834
2020-08-16 10:45:47.670242,152038.13587768134,152052.18002082853,152023.2643444105,152037.08193280638,34435
2020-08-17 10:45:47.670242,153787.96017332288,153805.360783719,153767.99393248773,153797.27053168757,31676
2020-08-18 10:45:47.670242,155679.5003850931,155699.26058254126,155667.72429295338,155677.0473546377,29814
2020-08-19 10:45:47.670242,157512.37549605907,157521.70157762634,157502.0545677081,157507.54003232426,24716
2020-08-20 10:45:47.670242,159259.39947568238,159278.8165079635,159248.38891317986,159254.2688165637,37528
2020-08-21 10:45:47.670242,161110.72621899372,161121.56844741726,161103.9990263178,161109.8815112478,11995
2020-08-22 10:45:47.670242,162920.43397392854,162931.2166524996,162902.18486990716,162925.62437690288,32414
2020-08-23 10:45:47.670242,164817.2984729818,164827.40427954562,164806.07608814898,164811.41823666557,23844
2020-08-24 10:45:47.670242,166547.09316359408,166560.2142777043,166536.2840474227,166551.2790861369,46659
2020-08-25 10:45:47.670242,168314.3269489343,168321.63912458197,168299.43159484034,168304.74994540127,25522
2020-08-26 10:45:47.670242,170075.11613362108,170088.42180590145,170063.4856323071,170073.49479318075,49913
2020-08-27 10:45:47.670242,171728.76463880786,171741.890210994,171714.04113677575,171734.28194011192,18498
2020-08-28 10:45:47.670242,173558.37666651432,173574.8051937034,173552.45497216235,173555.15132562982,12102
2020-08-29 10:45:47.670242,175384.4821937323,175401.98694316138,175367.2763435765,175385.75693576122,45798
2020-08-30 10:45:47.670242,177184.99353939656,177196.60015965125,177165.88598010337,177179.09312405306,18524
2020-08-31 10:45:47.670242,178961.53482605904,178971.0698247993,178946.80334526664,178966.37473388156,40846
2020-09-01 10:45:47.670242,180619.997751854,180628.88777531378,180600.67926292113,180611.0433339194,18107
2020-09-02 10:45:47.670242,182377.93321957748,182385.85257712804,182370.66173486193,182384.984072475,28268
2020-09-03 10:45:47.670242,184143.6617679248,184149.52648165778,184131.50052508258,184137.62569565323,34399
2020-09-04 10:45:47.670242,185863.43404100262,185873.57076068514,185849.40693999344,185870.9220016368,19624
2020-09-05 10:45:47.670242,187647.30546983602,187656.359185218,187633.5794201247,187644.35605466203,37126
2020-09-06 10:45:47.670242,189487.71055551746,189507.20681630546,189476.68862883112,189492.16422700696,33131
2020-09-07 10:45:47.670242,191476.3291456385,191489.69477803225,191466.257879498,191472.71365159424,30714
2020-09-08 10:45:47.670242,193293.7869269217,193303.99608250716,193286.88456658344,193301.9051603464,45877
2020-09-09 10:45:47.670242,195119.54196599397,195133.24898000888,195108.66582923554,195112.07470850434,28570
2020-09-10 10:45:47.670242,196912.09737441735,196919.18532493754,196904.65746219078,196905.6677702028,22482
2020-09-11 10:45:47.670242,198520.22025288746,198531.8809091255,198504.20476774007,198520.08085539064,44318
2020-09-12 10:45:47.670242,200317.56886534253,200331.96238016384,200309.43640131011,200309.2076341233,43414
2020-09-13 10:45:47.670242,202123.59188633662,202135.9253538135,202117.71340675736,202117.51149003065,31040
2020-09-14 10:45:47.670242,204169.91609758514,204180.94277959495,204156.6306055179,204178.79142522937,23407
2020-09-15 10:45:47.670242,205950.68000110702,205970.58772694052,205936.75155511624,205960.20979432997,43305
2020-09-16 10:45:47.670242,207780.83473534038,207799.03945677262,207762.75603942116,207778.35992192698,24166
2020-09-17 10:45:47.670242,209577.36355836986,209591.71464774225,209563.7088341836,209585.82927879013,16572
2020-09-18 10:45:47.670242,211260.49575460792,211274.03641502565,211250.31354180208,211261.39224812138,43002
2020-09-19 10:45:47.670242,213174.77803605943,213189.0879432568,213157.73285783653,213170.1728853769,36972
2020-09-20 10:45:47.670242,215049.9713393281,215057.99102094542,215036.8671559303,215054.0193137497,32923
2020-09-21 10:45:47.670242,216929.0745340324,216940.00160018136,216922.88532976294,216932.2525701639,11909
2020-09-22 10:45:47.670242,218638.13578855293,218643.7276815463,218624.64803014824,218647.9182949351,42848
2020-09-23 10:45:47.670242,220578.41521964653,220590.54841020884,220559.7949414652,220573.71616539473,12083
2020-09-24 10:45:47.670242,222238.2301133673,222251.37548212666,222227.2854239848,222241.67130342053,27140
2020-09-25 10:45:47.670242,224096.9158227473,224105.33206878885,224087.47093571883,224087.9562978479,12670
2020-09-26 10:45:47.670242,226115.9613853283,226135.42181803577,226108.80934347303,226108.23430610224,46519
2020-09-27 10:45:47.670242,227816.90775281523,227835.5495719793,227809.63606998618,227806.98612031425,48029
2020-09-28 10:45:47.670242,229560.27797985496,229576.1101283868,229548.78640758983,229570.26719347615,24691
2020-09-29 10:45:47.670242,231370.24311636374,231383.24391579523,231356.30791900132,231376.28859030668,49620
2020-09-30 10:45:47.670242,233119.89555095212,233137.94508834684,233113.68631987457,233125.6300112468,44262
2020-10-01 10:45:47.670242,234764.8292078455,234771.78899300285,234745.73567901013,234765.02372935126,35595
2020-10-02 10:45:47.670242,236571.6855053261,236588.54315224022,236555.35850106445,236567.68684698423,43440
2020-10-03 10:45:47.670242,238265.4551339535,238272.32744616302,238251.65577517924,238258.48041964276,18630
2020-10-04 10:45:47.670242,240112.81437701703,240129.72753695527,240095.38779695294,240108.50787179396,41250
2020-10-05 10:45:47.670242,241820.87195359365,241830.0084671174,241814.66915224146,241818.39137803225,38798
2020-10-06 10:45:47.670242,243775.8653940954,243794.02175281066,243763.7128109294,243780.991596035,43212
2020-10-07 10:45:47.670242,245497.54006486177,245516.70069626914,245483.08866795883,245498.33330063982,21982
2020-10-08 10:45:47.670242,247265.3339132412,247272.56585278228,247247.9041196494,247256.8835857723,18655
2020-10-09 10:45:47.670242,249146.68563497817,249158.62576905417,249129.93359157743,249137.04621515734,28582
2020-10-10 10:45:47.670242,250823.59920333477,250843.31401400722,250814.44316458906,250815.64584692544,45055
2020-10-11 10:45:47.670242,252646.34519679518,252658.5963083348,252627.2319942518,252644.55517106914,14008
2020-10-12 10:45:47.670242,254577.05947222342,254595.01268506114,254570.19428460195,254585.7233305644,10496
2020-10-13 10:45:47.670242,256216.3111487673,256230.14212159926,256198.18414448798,256219.05919839148,44231
2020-10-14 10:45:47.670242,258034.77453462052,258045.4044832393,258015.21043087644,258040.81105261802,33212
2020-10-15 10:45:47.670242,259860.76281404536,259870.04956737824,259853.10551119703,259860.09030593545,30637
2020-10-16 10:45:47.670242,261738.9451012231,261746.9934475894,261723.11411026004,261736.178422887,26877
2020-10-17 10:45:47.670242,263415.25003013527,263431.6770030059,263409.6457473536,263407.4180375896,27810
2020-10-18 10:45:47.670242,265083.2043688268,265094.00247642916,265072.12302644976,265090.72302927054,19884
2020-10-19 10:45:47.670242,266935.3985253885,266948.0676573215,266922.65427590057,266941.0617259691,12723
2020-10-20 10:45:47.670242,268765.0969927118,268777.4818749119,268751.38731432316,268758.4593546638,14761
2020-10-21 10:45:47.670242,270590.1462777464,270603.8054631849,270571.1072190227,270590.3914890239,17630
2020-10-22 10:45:47.670242,272424.7910986961,272442.77475588047,272409.7073383867,272424.53859485453,26375
2020-10-23 10:45:47.670242,274156.7886265383,274176.499716692,274144.56945727003,274159.29045759205,35218
2020-10-24 10:45:47.670242,275980.0139962544,275991.127759383,275962.86887071043,275988.93773413426,40565
2020-10-25 10:45:47.670242,277809.3212435843,277826.73402741586,277790.06325127,277810.9166724195,47118
2020-10-26 10:45:47.670242,279537.8861017816,279554.3540187015,279532.5551095514,279538.6904471172,42975
2020-10-27 10:45:47.670242,281524.4635528961,281538.06648716796,281504.72573381226,281515.4700115548,37073
2020-10-28 10:45:47.670242,283371.8468449873,283391.1875521415,283365.55486290134,283363.1049945077,14190
2020-10-29 10:45:47.670242,285052.71649526706,285060.723613,285035.50069357804,285046.4634310936,11883
2020-10-30 10:45:47.670242,286918.3718561304,286925.01081928506,286909.1668348422,286909.02127156424,12886
2020-10-31 10:45:47.670242,288620.9036891077,288638.713118612,288613.9209942414,288625.7707470191,18953
2020-11-01 10:45:47.670242,290499.61214948195,290511.19939673145,290488.01431488624,290504.07875556184,18381
2020-11-02 10:45:47.670242,292415.4717073827,292433.1762401958,292400.812358691,292408.19283207133,33238
2020-11-03 10:45:47.670242,294133.40347554756,294151.7998286255,294122.6891978722,294140.12505356345,23795
2020-11-04 10:45:47.670242,296029.741088472,296035.6779523763,296023.9226073478,296022.8368091689,40428
2020-11-05 10:45:47.670242,297871.01918116567,297889.2711526105,297857.0272640708,297867.04269290564,19638
2020-11-06 10:45:47.670242,299753.2251971651,299764.94998299563,299734.68914802343,299748.20473514835,14931
2020-11-07 10:45:47.670242,301742.90449543047,301755.5609827655,301732.15626494127,301740.3506374019,48492
2020-11-08 10:45:47.670242,303518.36568383017,303532.7645714966,303510.1206921657,303513.458959148,36411
2020-11-09 10:45:47.670242,305242.9920673944,305261.88780649536,305231.35340720543,305242.7710859232,30534
2020-11-10 10:45:47.670242,306954.04062443186,306959.3273658483,306948.3151837661,306952.18878205895,46828
2020-11-11 10:45:47.670242,308672.4595959353,308684.61224796006,308655.1522821681,308682.1909857509,39181
2020-11-12 10:45:47.670242,310464.7494249939,310480.06525563035,310447.3543128296,310455.86795199645,47533
2020-11-13 10:45:47.670242,312298.8646224755,312314.705226841,312285.04461552406,312291.7082500033,29996
2020-11-14 10:45:47.670242,314126.53370240855,314141.9216888816,314116.23715907446,314117.59022028674,16553
2020-11-15 10:45:47.670242,316009.2520273122,316016.26855425327,315992.2552768455,316011.7688512118,28073
2020-11-16 10:45:47.670242,317810.5522165,317820.04315032554,317797.23191112815,317801.6424020483,17130
2020-11-17 10:45:47.670242,319755.9056242157,319766.286357097,319738.51663958747,319762.6344189632,39405
2020-11-18 10:45:47.670242,321529.4399408919,321546.5064990071,321514.9680590032,321529.67871350556,45954
2020-11-19 10:45:47.670242,323601.4568575509,323610.6382556371,323584.6907754527,323601.99701004254,15789
2020-11-20 10:45:47.670242,325464.0235923274,325472.1841667854,325450.0451474291,325465.2554824816,38930
2020-11-21 10:45:47.670242,327178.30783668574,327197.6695569713,327167.0957206625,327171.72411081183,27529
2020-11-22 10:45:47.670242,328871.2185868796,328876.3515361563,328851.84939898073,328865.1723929419,17942
2020-11-23 10:45:47.670242,330719.46582840395,330739.43314123916,330706.34912103077,330715.8421748614,17548
2020-11-24 10:45:47.670242,332497.11954987136,332512.27186935424,332483.04320709326,332498.9894781878,28296
2020-11-25 10:45:47.670242,334368.51959928055,334385.94663877226,334360.2122846893,334362.7219547994,42244
2020-11-26 10:45:47.670242,336215.8433617379,336225.2626526831,336201.4585998965,336208.1699962806,10296
2020-11-27 10:45:47.670242,338008.5604704722,338013.7751996372,337994.98635573,338017.96280820057,12409
2020-11-28 10:45:47.670242,339723.88109866536,339739.94914144377,339716.10852269613,339714.32073496154,44229
2020-11-29 10:45:47.670242,341372.39637619676,341389.90854515176,341366.50256973645,341378.45032430347,40846
2020-11-30 10:45:47.670242,343127.74488099007,343143.8520229694,343113.6794911944,343133.5055839816,45036
2020-12-01 10:45:47.670242,345013.3847604224,345020.5275147319,344996.92937638215,345009.3290426993,49322
2020-12-02 10:45:47.670242,346834.7941348354,346851.09555366926,346821.9431142716,346827.50666715554,37167
2020-12-03 10:45:47.670242,348510.2202569642,348526.7540986958,348501.8186675844,348503.1328298983,38991
2020-12-04 10:45:47.670242,350327.53834954934,350342.4164572844,350312.54051989893,350331.48698189406,27801
2020-12-05 10:45:47.670242,352166.0700875222,352182.56182651414,352159.86850162304,352168.9262193439,17358
2020-12-06 10:45:47.670242,353877.6843439021,353895.37316549727,353866.05683833006,353883.33925738715,32588
2020-12-07 10:45:47.670242,355693.05685449665,355707.2609162102,355685.6063531207,355701.80647794466,27671
2020-12-08 10:45:47.670242,357498.87772634125,357505.2067970508,357491.11084057536,357502.7162736066,27502
2020-12-09 10:45:47.670242,359184.5806965582,359196.89511370315,359176.5462873208,359177.6977272892,35128
2020-12-10 10:45:47.670242,361020.359432593,361026.52417261305,361009.55882673734,361015.2282849283,41645
2020-12-11 10:45:47.670242,362876.4378852298,362887.5510306953,362870.67063214554,362883.2817598473,17637
2020-12-12 10:45:47.670242,364784.74300954735,364795.84960688424,364773.77610793343,364778.92913106404,10660
2020-12-13 10:45:47.670242,366690.12321475084,366696.11336241296,366677.4476030441,366681.57366108993,16922
2020-12-14 10:45:47.670242,368352.3562779551,368362.58858596464,368340.10686368064,368356.42187903594,38161
2020-12-15 10:45:47.670242,370058.5737739636,370065.2387454455,370047.83201245754,370056.62430107343,13970
2020-12-16 10:45:47.670242,371910.07730068447,371927.2008288346,371892.4901015634,371918.4781017354,13407
2020-12-17 10:45:47.670242,373761.4558957757,373780.6712161652,373754.2759953894,373764.46099719754,37843
2020-12-18 10:45:47.670242,375612.9606644063,375619.0454115352,375600.3752132496,375604.7690439621,19046
2020-12-19 10:45:47.670242,377798.2338134718,377817.5605415812,377792.3031922174,377807.19094481686,33800
2020-12-20 10:45:47.670242,379655.32286454114,379668.1615135312,379649.255529358,379650.49400981393,24547
2020-12-21 10:45:47.670242,381568.8794285592,381578.3729137285,381555.2714408141,381565.62367836735,47528
2020-12-22 10:45:47.670242,383464.27960490854,383470.4325360377,383450.7893285352,383462.32481318223,41389
2020-12-23 10:45:47.670242,385329.41873003915,385341.9280940602,385311.24822734646,385320.4432159672,40346
2020-12-24 10:45:47.670242,387097.8918055751,387114.80953874247,387084.5237004402,387097.8221140197,32748
2020-12-25 10:45:47.670242,388973.78872762446,388989.39502478344,388954.3918623184,388966.255097446,46855
2020-12-26 10:45:47.670242,390696.5062061707,390702.2595963427,390690.7757834447,390694.52561270446,35848
2020-12-27 10:45:47.670242,392472.8243454967,392478.9178730272,392466.354230225,392469.83854125655,17607
2020-12-28 10:45:47.670242,394224.2879907138,394235.33108995325,394218.6270027902,394229.7447923823,46787
2020-12-29 10:45:47.670242,396032.4754046524,396041.9047620631,396024.69625189743,396038.5388148851,43583
2020-12-30 10:45:47.670242,398063.9412613198,398072.42702616565,398050.82220965566,398057.0095189676,22563
2020-12-31 10:45:47.670242,399677.21474206063,399686.4298095443,399662.53115933924,399674.5457658082,43690
2021-01-01 10:45:47.670242,401545.8407610981,401562.89300224755,401540.15698372887,401543.3078243187,39176
2021-01-02 10:45:47.670242,403184.5691739791,403203.50759478356,403165.37961063144,403177.5973828578,24925
2021-01-03 10:45:47.670242,404937.3759874002,404948.4525278181,404919.74350675044,404943.3450575012,31251
2021-01-04 10:45:47.670242,406846.27104709693,406864.8627121289,406836.8218598646,406850.4156136636,27648
2021-01-05 10:45:47.670242,408652.6990490065,408662.52148452523,408646.5412360531,408646.50668473245,30108
2021-01-06 10:45:47.670242,410344.9245712136,410357.07112600876,410337.37626511534,410342.2590093855,20979
2021-01-07 10:45:47.670242,412073.3942002876,412081.7846352548,412066.4900340813,412065.5103007847,12722
2021-01-08 10:45:47.670242,413941.35397518106,413955.9611158137,413934.5047184916,413943.91810712294,15355
2021-01-09 10:45:47.670242,415668.31731200934,415688.002028737,415655.53888667934,415660.7447505003,38799
2021-01-10 10:45:47.670242,417489.96317096753,417504.0155674082,417481.2754593301,417499.68185434,45318
2021-01-11 10:45:47.670242,419294.5203549579,419304.8875662196,419284.14825921,419300.1339964517,42705
2021-01-12 10:45:47.670242,421029.3603201973,421044.07758188713,421009.51774019655,421027.165091189,33070
2021-01-13 10:45:47.670242,423043.75472912984,423050.59853930684,423028.490015396,423045.32600777544,21284
2021-01-14 10:45:47.670242,424907.1466313616,424925.4765175656,424887.91192135593,424915.37346768595,31737
2021-01-15 10:45:47.670242,426504.63237269584,426517.17863195756,426497.49402437033,426505.71435830375,33241
2021-01-16 10:45:47.670242,428323.2778041728,428335.0180503034,428312.5457120503,428316.7677739007,37414
2021-01-17 10:45:47.670242,430057.09915769595,430070.88712952274,430043.7781806467,430054.6732248076,30895
2021-01-18 10:45:47.670242,431942.3424911756,431956.7142491174,431936.19112024724,431949.20538847614,36771
2021-01-19 10:45:47.670242,433663.0904173323,433669.1670544257,433658.0276056779,433665.9746776521,11384
2021-01-20 10:45:47.670242,435451.6167731856,435466.85603150394,435436.5602581787,435454.6312608723,32689
2021-01-21 10:45:47.670242,437302.11550108367,437310.7444762884,437287.48820833163,437309.4519307974,37475
2021-01-22 10:45:47.670242,439188.6910205007,439204.4003099883,439177.52918835066,439196.57048164995,18252
2021-01-23 10:45:47.670242,440868.6613797951,440885.99940171087,440856.31671865465,440877.0572312307,40844
2021-01-24 10:45:47.670242,442635.21125621104,442652.27063382434,442623.97961120214,442627.1082400761,40151
2021-01-25 10:45:47.670242,444387.71672509494,444401.0042396061,444382.35664942226,444388.5992451342,33365
2021-01-26 10:45:47.670242,446122.38380183757,446135.1863502222,446112.3532277443,446127.19399226195,16026
2021-01-27 10:45:47.670242,448098.9292258657,448106.07236528577,448091.27299203473,448104.06776276825,42767
2021-01-28 10:45:47.670242,449939.4273969618,449956.05758921785,449932.95103412523,449941.56172100117,38523
2021-01-29 10:45:47.670242,451613.3390015283,451622.410142235,451593.98819501995,451606.67474823195,20482
2021-01-30 10:45:47.670242,453505.12519623374,453517.57562757604,453491.1348003581,453511.0736073126,35108
2021-01-31 10:45:47.670242,455517.340815935,455526.6049273289,455501.41097167146,455521.7430426053,10493
2021-02-01 10:45:47.670242,457420.5873419901,457427.5947674351,457410.8568858411,457412.3100574211,26465
2021-02-02 10:45:47.670242,459068.6503453947,459083.0937108481,459057.75313845224,459067.92654188816,49767
2021-02-03 10:45:47.670242,460820.22693810804,460826.04191863036,460811.6730781996,460813.70648609847,39550
2021-02-04 10:45:47.670242,462746.9180530267,462763.14773153863,462740.46356796223,462743.667593941,23833
2021-02-05 10:45:47.670242,464476.15110646485,464485.91490839375,464468.4656319032,464466.51272830897,12970
2021-02-06 10:45:47.670242,466320.5330492795,466325.53506967454,466303.5703386,466318.5396466477,42779
2021-02-07 10:45:47.670242,468197.9964546224,468210.66339171096,468182.8332675447,468198.99399304553,39958
2021-02-08 10:45:47.670242,469905.30340746464,469911.00618609256,469892.09947432484,469907.6950593212,27145
2021-02-09 10:45:47.670242,471699.3508718585,471708.49341522576,471687.2245237655,471702.62067876104,45953
2021-02-10 10:45:47.670242,473175.22413785156,473190.8287851634,473156.3876235967,473181.9499641136,11806
2021-02-11 10:45:47.670242,474872.7853737181,474878.72571804246,474866.69434950146,474867.09463186364,15664
2021-02-12 10:45:47.670242,476647.5285585788,476665.1186359642,476638.31954638025,476639.9381950276,38900
2021-02-13 10:45:47.670242,478322.75024038233,478327.80753922224,478312.5011725788,478329.78098382027,24126
2021-02-14 10:45:47.670242,480285.9913707755,480294.69372881355,480269.2549835923,480279.12362707336,15154
2021-02-15 10:45:47.670242,481942.97723297944,481959.0907938217,481923.089513677,481952.47243460617,32208
2021-02-16 10:45:47.670242,483698.97278430976,483708.7168365557,483690.3627265884,483705.82354889775,23767
2021-02-17 10:45:47.670242,485512.0468420384,485518.5752278594,485493.93223202636,485512.0643741562,30043
2021-02-18 10:45:47.670242,487456.174170945,487466.577679727,487438.71482953854,487465.8025994435,11525
2021-02-19 10:45:47.670242,489112.58795582707,489121.64385512285,489104.2180948624,489104.53549040924,43528
2021-02-20 10:45:47.670242,491028.90433104255,491046.54500957497,491017.91434233956,491024.96564626606,26978
2021-02-21 10:45:47.670242,492829.9276371445,492839.6278559083,492818.78254410514,492832.69212544535,11055
